,place_name,participant_count
1002,Zoom,2
1003,Библиотека им. Толстого,1
1004,Дом журналиста,10
1005,Театр поэтов Послушайте!,4
1006,Редакция журнала Звезда,1
1007,Музей Ахматовой,3
1008,Zoom,1
1009,Библиотека им. Толстого,1
1010,Европейский университет,2
1011,Центральный лекторий,2
1012,Театр поэтов Послушайте!,8
1013,Музей Ахматовой,1
1014,Филологический факультет СПбГУ,1
1015,Музей Достоевского,1
1016,Библиотека им. Толстого,1
1017,Европейский университет,3
1018,Еврейский общинный центр,1
1019,Театр поэтов Послушайте!,7
1020,ЦСЛК,2
1021,Подвал Бродячей Собаки,1
1022,Филологический факультет СПбГУ,1
1023,Музей Достоевского,2
1024,Zoom,5
1025,Zoom,1
1026,Центральный лекторий,2
1027,Театр поэтов Послушайте!,6
1028,Дом журналиста,2
1029,Музей Ахматовой,2
1030,Галерея Кино-Фот-703,1
1031,Петергофский студгородок СПбГУ,2
1032,Библиотека им. Толстого,0
1033,Дом ученых,1
1034,Редакция журнала Звезда,8
1035,Театр поэтов Послушайте!,3
1036,Подвал Бродячей Собаки,7
1037,ЦСЛК,1
1038,Дом журналиста,1
1039,Митьки-Арт,5
1040,Чайный домик Летнего сада,15
1041,Еврейский общинный центр,1
1042,Театр поэтов Послушайте!,4
1043,Подвал Бродячей Собаки,8
1044,Философский факультет СПбГУ,20
1045,ЦСЛК,2
1046,Музей Ахматовой,1
1047,Библиотека им. Толстого,1
1048,Библиотека Лермонтова,0
1049,Еврейский общинный центр,5
1050,Театр поэтов Послушайте!,10
1051,Подвал Бродячей Собаки,6
1052,Музей Ахматовой,0
1053,ЦСЛК,1
1054,Quo Vadis!?,2
1055,ЦСЛК,3
1056,Библиотека им. Толстого,1
1057,ЦСЛК,1
1058,Театр поэтов Послушайте!,5
1059,Философский факультет СПбГУ,1
1060,Подвал Бродячей Собаки,1
1061,Музей Достоевского,1
1062,ЦСЛК,1
1063,Галерея Кино-Фот-703,3
1064,Библиотека им. Толстого,2
1065,ЦСЛК,1
1066,Театр поэтов Послушайте!,8
1067,ЦСЛК,1
1068,Quo Vadis!?,3
1069,Дом ученых,0
1070,ЦСЛК,1
1071,Библиотека им. Толстого,0
1072,Театр поэтов Послушайте!,6
1073,Борей-Арт,11
1074,Библиотека им. Толстого,1
1075,Еврейский общинный центр,1
1076,Театр поэтов Послушайте!,6
1077,Санкт-Петербургский союз литераторов,1
1078,Физический факультет СПбГУ,1
1079,Филологический факультет СПбГУ,2
1080,ЦСЛК,1
1081,Музей Набокова,5
1082,Библиотека им. Толстого,2
1083,Театр поэтов Послушайте!,7
1084,Музей Достоевского,1
1085,Музей Ахматовой,1
1086,Галерея Кино-Фот-703,1
1087,Платформа,1
1088,Библиотека им. Толстого,1
1089,Дом ученых,1
1090,Еврейский общинный центр,1
1091,Театр поэтов Послушайте!,6
1092,Подвал Бродячей Собаки,2
1093,Филологический факультет СПбГУ,2
1094,ЦСЛК,5
1095,ЦСЛК,1
1096,Павловский центр культуры,1
1097,Театр поэтов Послушайте!,4
1098,Павловский центр культуры,2
1099,Zoom,2
1100,Библиотека им. Толстого,2
1101,Еврейский общинный центр,1
1102,Театр поэтов Послушайте!,4
1103,Подвал Бродячей Собаки,11
1104,Подвал Бродячей Собаки,1
1105,ЦСЛК,2
1106,Музей Ахматовой,10
1107,Павловский центр культуры,2
1108,Zoom,12
1109,Галерея Кино-Фот-703,10
1110,ДКиН СПбГУ,0
1111,Дом ученых,1
1112,Библиотека им. Толстого,1
1113,ЦСЛК,2
1114,Театр поэтов Послушайте!,6
1115,Европейский университет,5
1116,Университетский центр,11
1117,Павловский центр культуры,2
1118,Музей Ахматовой,1
1119,Zoom,2
1120,Гостиница Англетер,0
1121,Музей Достоевского,2
1122,Дом журналиста,1
1123,Библиотека им. Толстого,2
1124,Гостиница Англетер,0
1125,Российская национальная библиотека,6
1126,Библиотека Маяковского,11
1127,ЦСЛК,12
1128,Паб Красный Лев,1
1129,Музей Ахматовой,1
1130,Театр поэтов Послушайте!,6
1131,Дом актера,2
1132,Паб Красный Лев,1
1133,Дом журналиста,1
1134,Музей Ахматовой,4
1135,Борей-Арт,18
1136,Паб Красный Лев,1
1137,Подвал Бродячей Собаки,0
1138,Библиотека им. Толстого,1
1139,Музей Ахматовой,16
1140,Дворы капеллы,0
1141,Борей-Арт,0
1142,Редакция журнала Звезда,0
1143,Библиотека Лермонтова,0
1144,Музей Ахматовой,1
1145,Борей-Арт,0
1146,Паб Красный Лев,1
1147,Восточноевропейский институт психоанализа,2
1148,Павловский центр культуры,1
1149,street,0
1150,Zoom,2
1151,Летний сад,0
1152,Подвал Бродячей Собаки,0
1153,Галерея Кино-Фот-703,3
1154,ЛенСпецСМУ,0
1155,ЦСЛК,2
1156,Библиотека им. Толстого,1
1157,Театр поэтов Послушайте!,8
1158,Ледовый дворец,27
1159,Cafemax,1
1160,Ледовый дворец,27
1161,Павловский центр культуры,2
1162,Борей-Арт,1
1163,Red Club,1
1164,street,2
1165,Библиотека им. Толстого,2
1166,Театр поэтов Послушайте!,1
1167,Музей Ахматовой,8
1168,ЦСЛК,1
1169,Подвал Бродячей Собаки,1
1170,Павловский центр культуры,2
1171,Zoom,4
1172,Библиотека им. Толстого,3
1173,Дом журналиста,8
1174,Дом военной книги,2
1175,Библиотека Маяковского,0
1176,Восточноевропейский институт психоанализа,1
1177,Павловский центр культуры,2
1178,Zoom,3
1179,Библиотека Маяковского,0
